td_x1_d,adrc_u,eso_z3,eso_z2,esf_e1_d,eso_z1_d,yaw_actual,yaw_dps,yaw_imu_d,yawenc
-171.467,-16.0105,638.258,-0.644099,-4.75658,-166.709,-166.693,-0.165442,4.37442,85.2901
-171.467,-16.0278,638.905,-0.633174,-4.75753,-166.709,-166.693,0.322839,4.37507,85.2901
-171.467,-16.0441,639.424,-0.68933,-4.75842,-166.708,-166.695,0.261804,4.3756,85.2901
-171.467,-16.0568,640.023,-0.702371,-4.75889,-166.707,-166.693,0.56698,4.37673,85.2846
-171.467,-16.0717,640.489,-0.785001,-4.75952,-166.707,-166.696,0.139733,4.37701,85.2901
-171.467,-16.0829,641.047,-0.817132,-4.75969,-166.707,-166.693,-1.08097,4.37484,85.2901
-171.467,-16.0967,641.486,-0.911064,-4.75999,-166.707,-166.696,-0.531653,4.37378,85.2901
-171.467,-16.1071,641.846,-1.04396,-4.75982,-166.708,-166.698,-0.287513,4.3732,85.2846
-171.467,-16.1154,642.32,-1.1136,-4.75921,-166.708,-166.696,0.56698,4.37434,85.2901
-171.467,-16.1269,642.821,-1.16779,-4.75872,-166.709,-166.696,0.68905,4.37572,85.2901
-171.467,-16.1392,643.258,-1.25431,-4.75817,-166.71,-166.698,0.444909,4.37662,85.2901
-171.467,-16.1496,643.726,-1.32184,-4.7573,-166.711,-166.698,-0.287513,4.37603,85.2846
-171.467,-16.1609,644.229,-1.37002,-4.75637,-166.712,-166.698,-0.104407,4.37583,85.2846
-171.467,-16.1732,644.767,-1.39847,-4.75541,-166.713,-166.698,0.200769,4.37623,85.2791
-171.467,-16.1865,645.324,-1.41607,-4.75448,-166.713,-166.698,-0.165442,4.3759,85.2901
-171.467,-16.2004,645.839,-1.45505,-4.75355,-166.715,-166.7,-0.0433721,4.37582,85.2901
-171.467,-16.213,646.418,-1.45992,-4.75245,-166.716,-166.7,0.505944,4.37683,85.2846
-171.467,-16.2274,646.946,-1.49125,-4.75148,-166.717,-166.702,0.383874,4.3776,85.2846
-171.467,-16.2405,647.62,-1.44517,-4.75033,-166.717,-166.7,-0.287513,4.37702,85.2846
-171.467,-16.2575,648.325,-1.38415,-4.7496,-166.718,-166.699,-0.592689,4.37583,85.2956
-171.467,-16.2755,649.083,-1.29706,-4.74909,-166.718,-166.699,-0.0433721,4.37575,85.2956
-171.467,-16.2949,649.756,-1.25582,-4.74887,-166.718,-166.701,0.444909,4.37664,85.2846
-171.467,-16.3119,650.45,-1.20516,-4.74854,-166.719,-166.701,0.139733,4.37692,85.2901
-171.467,-16.3295,651.264,-1.09287,-4.74836,-166.718,-166.698,0.200769,4.37733,85.2846
-171.467,-16.3505,652.063,-0.991161,-4.74869,-166.718,-166.698,0.81112,4.37895,85.2846
-171.467,-16.371,652.841,-0.902857,-4.74918,-166.717,-166.698,0.261804,4.37948,85.2846
-171.467,-16.3909,653.592,-0.830464,-4.74981,-166.716,-166.698,-0.897864,4.37768,85.2846
-171.467,-16.4101,654.405,-0.727605,-4.75053,-166.715,-166.696,-0.592689,4.3765,85.2846
-171.467,-16.431,655.169,-0.6531,-4.7516,-166.714,-166.696,0.444909,4.37739,85.2846
