td_x1_d,adrc_u,eso_z3,eso_z2,esf_e1_d,eso_z1_d,yaw_actual,yaw_dps,yaw_imu_d,yawenc
-1.44991,0,0,0,0,-1.44991,-1.44991,-0.348574,-1.44991,104.1
-1.45024,0,0,0,0,-1.45024,-1.45024,-0.165455,-1.45024,104.1
-1.45021,0,0,0,0,-1.45021,-1.45021,0.0176644,-1.45021,104.095
-1.45029,0,0,0,0,-1.45029,-1.45029,-0.0433753,-1.45029,104.1
-1.45038,0,0,0,0,-1.45038,-1.45038,-0.0433753,-1.45038,104.095
-1.45132,0,0,0,0,-1.45132,-1.45132,-0.470653,-1.45132,104.1
-1.45239,0,0,0,0,-1.45239,-1.45239,-0.531693,-1.45239,104.106
-1.45211,0,0,0,0,-1.45211,-1.45211,0.139744,-1.45211,104.1
-1.45146,0,0,0,0,-1.45146,-1.45146,0.322863,-1.45146,104.1
-1.45143,0,0,0,0,-1.45143,-1.45143,0.0176644,-1.45143,104.1
-1.45164,0,0,0,0,-1.45164,-1.45164,-0.104415,-1.45164,104.1
-1.4516,0,0,0,0,-1.4516,-1.4516,0.0176644,-1.4516,104.095
-1.45071,0,0,0,0,-1.45071,-1.45071,0.444942,-1.45071,104.095
-1.45141,0,0,0,0,-1.45141,-1.45141,-0.348574,-1.45141,104.106
-1.45186,0,0,0,0,-1.45186,-1.45186,-0.226494,-1.45186,104.1
-1.4517,0,0,0,0,-1.4517,-1.4517,0.078704,-1.4517,104.1
-1.45179,0,0,0,0,-1.45179,-1.45179,-0.0433753,-1.45179,104.1
-1.45163,0,0,0,0,-1.45163,-1.45163,0.078704,-1.45163,104.1
-1.45123,0,0,0,0,-1.45123,-1.45123,0.200783,-1.45123,104.1
-1.4507,0,0,0,0,-1.4507,-1.4507,0.261823,-1.4507,104.1
-1.45214,0,0,0,0,-1.45214,-1.45214,-0.714811,-1.45214,104.095
-1.45284,0,0,0,0,-1.45284,-1.45284,-0.348574,-1.45284,104.1
-1.45158,0,0,0,0,-1.45158,-1.45158,0.628061,-1.45158,104.1
-1.45068,0,0,0,0,-1.45068,-1.45068,0.444942,-1.45068,104.1
-1.45114,0,0,0,0,-1.45114,-1.45114,-0.226494,-1.45114,104.1
-1.45184,0,0,0,0,-1.45184,-1.45184,-0.348574,-1.45184,104.106
-1.4518,0,0,0,0,-1.4518,-1.4518,0.0176644,-1.4518,104.111
-1.45115,0,0,0,0,-1.45115,-1.45115,0.322863,-1.45115,104.106
-1.451,0,0,0,0,-1.451,-1.451,0.078704,-1.451,104.1
-1.45072,0,0,0,0,-1.45072,-1.45072,0.139744,-1.45072,104.1
